presyn_cell,type_presyn,postsyn_cell,synapses,synapse_fraction
INton,interneuron,IN1,12,0.02898550724637681
INton,interneuron,INton,2,0.06060606060606061
INton,interneuron,INsn,4,0.03773584905660377
INton,interneuron,INdc,2,0.08
INton,interneuron,INexsn,2,0.5
INpreSer,interneuron,pygPBunp,1,0.01428571428571428
INpreSer,interneuron,INpreSer,1,0.125
INpreSer,interneuron,INRGWa,1,0.00342465753424657
INpreSer,interneuron,INCrossbow,1,0.01204819277108433
INpreSer,interneuron,INarc1,7,0.0440251572327044
INpreSer,interneuron,INUturn,5,0.11904761904761904
INpreSer,interneuron,INcomm-Upcross,1,0.01666666666666666
INpreSer,interneuron,INdescLuqinPDF,7,0.14893617021276595
INpreSer,interneuron,INsqNSasym,2,0.1
INpreSer,interneuron,INMBPDF,1,0.03225806451612903
INpreSer,interneuron,Ser-h1,22,0.11578947368421053
INpreSer,interneuron,MNgland-head,5,0.11627906976744186
INRGWa,interneuron,PRC,4,0.13793103448275862
INRGWa,interneuron,SN-DLSO,1,0.0091743119266055
INRGWa,interneuron,MS1,3,0.2
INRGWa,interneuron,MS4,6,0.1016949152542373
INRGWa,interneuron,SN-DLSO3-PDF,1,0.05263157894736842
INRGWa,interneuron,pygPBunp,1,0.01428571428571428
INRGWa,interneuron,SN-NS5,1,0.09090909090909093
INRGWa,interneuron,INRGWa,17,0.05821917808219178
INRGWa,interneuron,INpreMN,18,0.45
INRGWa,interneuron,INCrossbow,12,0.14457831325301204
INRGWa,interneuron,INarc1,5,0.03144654088050314
INRGWa,interneuron,INsn,24,0.22641509433962265
INRGWa,interneuron,INdc,1,0.04
INRGWa,interneuron,INhook,3,0.2
INRGWa,interneuron,INlasso-postSN,1,0.0303030303030303
INRGWa,interneuron,INdescLuqinPDF,6,0.1276595744680851
INRGWa,interneuron,INsqNSasym,6,0.3
INRGWa,interneuron,INDLSO,1,0.0588235294117647
INRGWa,interneuron,INUturnMB,1,0.0238095238095238
INRGWa,interneuron,Ser-h1,77,0.4052631578947368
INNOS,interneuron,INRGWa,91,0.3116438356164384
INNOS,interneuron,INNOS,5,0.07246376811594203
INNOS,interneuron,cMNdc,1,0.0217391304347826
INNOS,interneuron,INpreMN,1,0.025
INNOS,interneuron,INCrossbow,1,0.01204819277108433
INNOS,interneuron,INarc2,1,0.01075268817204301
INNOS,interneuron,INsn,1,0.00943396226415094
cMNPDF-vcl1,interneuron,SNMIP-vc,3,0.2
cMNPDF-vcl1,interneuron,SNantlerPDF,1,0.16666666666666666
cMNPDF-vcl1,interneuron,SNbicil,4,0.25
cMNPDF-vcl1,interneuron,pygPBunp,5,0.07142857142857142
cMNPDF-vcl1,interneuron,hPUc1,3,0.3333333333333333
cMNPDF-vcl1,interneuron,SNblunt,1,0.04347826086956521
cMNPDF-vcl1,interneuron,INRGWa,6,0.02054794520547945
cMNPDF-vcl1,interneuron,INNOS,1,0.0144927536231884
cMNPDF-vcl1,interneuron,cMNATO,13,0.23214285714285715
cMNPDF-vcl1,interneuron,cMNdc,11,0.2391304347826087
cMNPDF-vcl1,interneuron,INpreMN,1,0.025
cMNPDF-vcl1,interneuron,INCrossbow,1,0.01204819277108433
cMNPDF-vcl1,interneuron,INarc1,2,0.01257861635220125
cMNPDF-vcl1,interneuron,INarc2,2,0.02150537634408602
cMNPDF-vcl1,interneuron,INrope,1,0.01204819277108433
cMNPDF-vcl1,interneuron,INbiaxH,1,0.01282051282051282
cMNPDF-vcl1,interneuron,INmidL,2,0.4
cMNPDF-vcl1,interneuron,INproT2,1,0.01724137931034482
cMNPDF-vcl1,interneuron,INdecussfoot,1,0.01492537313432835
cMNPDF-vcl1,interneuron,INmus,2,0.2
cMNPDF-vcl1,interneuron,INMBPDF,1,0.03225806451612903
cMNPDF-vcl1,interneuron,INUturnMB,2,0.04761904761904761
cMNPDF-vcl1,interneuron,INMBdesc2,1,0.0625
cMNPDF-vcl1,interneuron,INiaStiff,2,0.10526315789473684
cMNPDF-vcl1,interneuron,Ser-h1,8,0.04210526315789473
cMNPDF-vcl1,interneuron,MC,5,0.05154639175257732
cMNPDF-vcl1,interneuron,MNant,1,0.00507614213197969
cMNPDF-vcl1,interneuron,Loop,3,0.02083333333333333
cMNPDF-vcl1,interneuron,cioMNcover,1,0.0625
cMNPDF-vcl1,interneuron,MN3,1,0.00568181818181818
cMNPDF-vcl1,interneuron,MC3cover,6,0.0425531914893617
cMNPDF-vcl1,interneuron,prototroch,22,0.02689486552567237
cMNPDF-vcl1,interneuron,covercell,3,0.00464396284829721
cMNATO,interneuron,SNnuchPDF,5,0.04950495049504951
cMNATO,interneuron,SNnuchNS,1,0.04166666666666666
cMNATO,interneuron,SN-DLSO3-PDF,10,0.5263157894736842
cMNATO,interneuron,SNbicil,4,0.25
cMNATO,interneuron,SNasym,2,0.2222222222222222
cMNATO,interneuron,pygPBunp,8,0.11428571428571428
cMNATO,interneuron,hPU2l-asymPDF,1,0.3333333333333333
cMNATO,interneuron,SN-NS3,1,0.3333333333333333
cMNATO,interneuron,SN-NS4,3,0.5
cMNATO,interneuron,SN-NS19,1,0.01428571428571428
cMNATO,interneuron,INRGWa,1,0.00342465753424657
cMNATO,interneuron,cMNPDF-vcl1,2,0.08695652173913043
cMNATO,interneuron,cMNdc,10,0.21739130434782608
cMNATO,interneuron,INCrossbow,1,0.01204819277108433
cMNATO,interneuron,INarc2,6,0.06451612903225806
cMNATO,interneuron,INbackcross3,2,0.09523809523809525
cMNATO,interneuron,INUturn,1,0.0238095238095238
cMNATO,interneuron,INUturnMB,1,0.0238095238095238
cMNATO,interneuron,Ser-h1,9,0.04736842105263158
cMNATO,interneuron,MC,12,0.12371134020618556
cMNATO,interneuron,MNant,2,0.01015228426395939
cMNATO,interneuron,Loop,5,0.03472222222222222
cMNATO,interneuron,cioMNcover,2,0.125
cMNATO,interneuron,MC3cover,2,0.01418439716312056
cMNATO,interneuron,Ser-tr1,3,0.03
cMNATO,interneuron,prototroch,45,0.0550122249388753
cMNATO,interneuron,covercell,9,0.01393188854489164
cMNdc,interneuron,SNbicil,1,0.0625
cMNdc,interneuron,pygPBunp,6,0.08571428571428572
cMNdc,interneuron,INRGWa,3,0.01027397260273972
cMNdc,interneuron,INNOS,1,0.0144927536231884
cMNdc,interneuron,cMNPDF-vcl1,2,0.08695652173913043
cMNdc,interneuron,INCrossbow,2,0.02409638554216867
cMNdc,interneuron,INarc1,11,0.06918238993710692
cMNdc,interneuron,INarc2,2,0.02150537634408602
cMNdc,interneuron,INUturn,1,0.0238095238095238
cMNdc,interneuron,INdescLuqinPDF,1,0.02127659574468085
cMNdc,interneuron,Ser-h1,3,0.01578947368421052
cMNdc,interneuron,MC,3,0.03092783505154639
cMNdc,interneuron,MNant,10,0.05076142131979695
cMNdc,interneuron,Loop,3,0.02083333333333333
cMNdc,interneuron,prototroch,26,0.03178484107579462
cMNdc,interneuron,metatroch,2,0.01739130434782608
cMNdc,interneuron,ciliatedGland,1,0.02040816326530612
cMNdc,interneuron,covercell,1,0.00154798761609907
INlasso,interneuron,SNMIP-vc,1,0.06666666666666667
INlasso,interneuron,INlasso,29,0.90625
INlasso,interneuron,INW,4,0.04301075268817204
INlasso,interneuron,INMBtype6,5,0.38461538461538464
INlasso,interneuron,INlasso-postSN,3,0.09090909090909093
INlasso,interneuron,INMBPDF,1,0.03225806451612903
INlasso,interneuron,INUturnMB,1,0.0238095238095238
INlasso,interneuron,INMBdesc3,1,0.1
INlasso,interneuron,INdecussM,3,0.125
INlasso,interneuron,Ser-h1,1,0.00526315789473684
INlasso,interneuron,MNgland-head,2,0.04651162790697674
INlasso,interneuron,Glia-pigmented,1,0.125
INdecussPre,interneuron,cMNPDF-vcl1,2,0.08695652173913043
INdecussPre,interneuron,INpro,2,0.0136986301369863
INpreMN,interneuron,MS1,8,0.5333333333333333
INpreMN,interneuron,INdecussPre,16,0.3720930232558139
INpreMN,interneuron,INpreMN,5,0.125
INpreMN,interneuron,INproT2,8,0.13793103448275862
INpreMN,interneuron,INpear,1,0.1111111111111111
INpreMN,interneuron,INexsn,1,0.25
INpreMN,interneuron,INMBtype9,1,0.25
INpreMN,interneuron,MN3,14,0.07954545454545454
INpreMN,interneuron,MN1,28,0.09032258064516129
INpreMN,interneuron,MN2,36,0.17307692307692307
INpreMN,interneuron,MNheadV,2,0.18181818181818185
INCrossbow,interneuron,SNMIP-vc,1,0.06666666666666667
INCrossbow,interneuron,SNasym,1,0.1111111111111111
INCrossbow,interneuron,INRGWa,2,0.00684931506849315
INCrossbow,interneuron,cMNPDF-vcl1,3,0.13043478260869565
INCrossbow,interneuron,cMNATO,1,0.01785714285714285
INCrossbow,interneuron,INarc1,1,0.00628930817610062
INCrossbow,interneuron,INarc2,1,0.01075268817204301
INCrossbow,interneuron,INbackcross3,1,0.04761904761904761
INCrossbow,interneuron,INpear,1,0.1111111111111111
INCrossbow,interneuron,INdecusshook,3,0.04615384615384615
INCrossbow,interneuron,INpreLadder,1,0.04761904761904761
INCrossbow,interneuron,INlasso-postSN,1,0.0303030303030303
INCrossbow,interneuron,INMBPDF,1,0.03225806451612903
INCrossbow,interneuron,INdecussM,1,0.04166666666666666
INCrossbow,interneuron,Ser-h1,1,0.00526315789473684
INCrossbow,interneuron,MNladder,1,0.00675675675675675
INCrossbow,interneuron,MNakro,1,0.09090909090909093
INCrossbow,interneuron,ciliatedGland,3,0.06122448979591836
INarc1,interneuron,SNantlerPDF,1,0.16666666666666666
INarc1,interneuron,SNstiff,1,0.06666666666666667
INarc1,interneuron,IN1,1,0.00241545893719806
INarc1,interneuron,cMNdc,1,0.0217391304347826
INarc1,interneuron,INCrossbow,6,0.07228915662650602
INarc1,interneuron,INarc2,1,0.01075268817204301
INarc1,interneuron,INFVa-pyg,2,0.05263157894736842
INarc1,interneuron,INpro,4,0.0273972602739726
INarc1,interneuron,INpreLadder,1,0.04761904761904761
INarc1,interneuron,INdescLuqinPDF,1,0.02127659574468085
INarc1,interneuron,INMBPDF,3,0.0967741935483871
INarc1,interneuron,INDLSO,1,0.0588235294117647
INarc1,interneuron,INMBdesc3,1,0.1
INarc1,interneuron,INdecussM,3,0.125
INarc1,interneuron,Ser-h1,4,0.02105263157894736
INarc1,interneuron,MNant,3,0.01522842639593908
INarc1,interneuron,Loop,2,0.01388888888888888
INarc1,interneuron,MN1,2,0.0064516129032258
INarc1,interneuron,MN2,8,0.03846153846153846
INarc1,interneuron,Ser-tr1,1,0.01
INarc2,interneuron,SN-MIP1,1,0.02439024390243902
INarc2,interneuron,SN-WLD,1,0.0238095238095238
INarc2,interneuron,cMNPDF-vcl1,1,0.04347826086956521
INarc2,interneuron,cMNATO,3,0.05357142857142857
INarc2,interneuron,cMNdc,1,0.0217391304347826
INarc2,interneuron,INCrossbow,2,0.02409638554216867
INarc2,interneuron,INFVa-pyg,3,0.07894736842105263
INarc2,interneuron,INW,3,0.03225806451612903
INarc2,interneuron,INcomm-Upstairs,2,0.03846153846153846
INarc2,interneuron,INcomm-Upcross,1,0.01666666666666666
INarc2,interneuron,Ser-h1,3,0.01578947368421052
INarc2,interneuron,MN3,1,0.00568181818181818
INarc2,interneuron,MNob-ipsi,3,0.25
INarc2,interneuron,Ser-tr1,2,0.02
INarc2,interneuron,MNantacic,1,0.08333333333333333
INarc2,interneuron,MNakro,2,0.18181818181818185
INsn,interneuron,MS4,1,0.01694915254237288
INsn,interneuron,MS5,6,0.42857142857142855
INsn,interneuron,IN1,1,0.00241545893719806
INsn,interneuron,INRGWa,2,0.00684931506849315
INsn,interneuron,INsn,22,0.20754716981132076
INsn,interneuron,INdc,5,0.2
INsn,interneuron,INW,3,0.03225806451612903
INsn,interneuron,INmidL,1,0.2
INsn,interneuron,INcross,1,0.06666666666666667
INsn,interneuron,INpro,16,0.1095890410958904
INsn,interneuron,INproT2,18,0.3103448275862069
INsn,interneuron,INUturn,1,0.0238095238095238
INsn,interneuron,INMBdesc3,1,0.1
INsn,interneuron,MN3,6,0.03409090909090909
INsn,interneuron,MN1,63,0.2032258064516129
INsn,interneuron,MN2,58,0.27884615384615385
INrope,interneuron,SNhook,1,1
INrope,interneuron,chaeMech,3,0.01724137931034482
INrope,interneuron,ventralParaPB2,1,0.00925925925925925
INrope,interneuron,hCirrusPU,1,0.04761904761904761
INrope,interneuron,ventralpostParaPUc2,2,0.15384615384615383
INrope,interneuron,SNPDF-pyg,1,0.01666666666666666
INrope,interneuron,SNFVa,2,0.05128205128205128
INrope,interneuron,SNblunt,2,0.08695652173913043
INrope,interneuron,SNbronto,1,0.09090909090909093
INrope,interneuron,INCM,2,0.01123595505617977
INrope,interneuron,INchaeMech,1,0.01515151515151515
INrope,interneuron,INsplitCR,1,0.00227790432801822
INrope,interneuron,INsplitCRATO,4,0.06779661016949153
INrope,interneuron,INsplitBronto,1,0.0125
INrope,interneuron,INleucoPU,4,0.06896551724137931
INrope,interneuron,INsplitVent,12,0.35294117647058826
INrope,interneuron,INMBdesc2,1,0.0625
INrope,interneuron,MNspinning,5,0.02906976744186046
INrope,interneuron,Loop,26,0.18055555555555555
INrope,interneuron,MNspiderATO-ant,21,0.3888888888888889
INrope,interneuron,MNspider-post,24,0.42105263157894735
INrope,interneuron,MNbiramous,47,0.5053763440860215
INrope,interneuron,MNring,14,0.08383233532934131
INrope,interneuron,MNcrab,3,0.02678571428571428
INrope,interneuron,MNhose,9,0.20930232558139536
INrope,interneuron,MNbow,1,0.04
INrope,interneuron,MNwave,1,0.01923076923076923
INrope,interneuron,MNmouth,10,0.3125
INrope,interneuron,MNob-ipsi,1,0.08333333333333333
INrope,interneuron,MNacic,2,0.14285714285714285
INrope,interneuron,MNarm,2,0.25
INrope,interneuron,MNsmile,31,0.543859649122807
INCM,interneuron,SNbronto,3,0.2727272727272727
INCM,interneuron,INarc1,3,0.01886792452830188
INCM,interneuron,INrope,2,0.02409638554216867
INCM,interneuron,INsplitCR,2,0.00455580865603644
INCM,interneuron,INMC3,3,0.2307692307692308
INCM,interneuron,INbiaxLeg,1,0.02941176470588235
INCM,interneuron,INbiaxH,1,0.01282051282051282
INCM,interneuron,INasc-pyg,1,0.00602409638554216
INCM,interneuron,INsplitBronto,2,0.025
INCM,interneuron,INleucoPU,1,0.01724137931034482
INCM,interneuron,MNant,26,0.1319796954314721
INCM,interneuron,Loop,28,0.19444444444444445
INCM,interneuron,MNbiramous,2,0.02150537634408602
INCM,interneuron,MNsmile,1,0.0175438596491228
INchaeMech,interneuron,chaeMech,2,0.01149425287356321
INchaeMech,interneuron,INFVa-pyg,1,0.02631578947368421
INchaeMech,interneuron,INsplitBronto,2,0.025
INchaeMech,interneuron,INpreLadder,1,0.04761904761904761
INchaeMech,interneuron,INdescLuqinPDF,1,0.02127659574468085
INchaeMech,interneuron,INcommdescFVa,2,0.13333333333333333
INchaeMech,interneuron,MNspiderATO-ant,3,0.05555555555555555
INchaeMech,interneuron,MNspider-post,4,0.07017543859649122
INchaeMech,interneuron,MNcrab,3,0.02678571428571428
INchaeMech,interneuron,MNhose,1,0.02325581395348837
INchaeMech,interneuron,MNacicX,13,0.35135135135135137
INchaeMech,interneuron,MNladder,4,0.02702702702702703
INchaeMech,interneuron,MNsmile,1,0.0175438596491228
INFVa-pyg,interneuron,pygCirrusPU,2,0.1176470588235294
INFVa-pyg,interneuron,cMNPDF-vcl1,1,0.04347826086956521
INFVa-pyg,interneuron,INarc2,1,0.01075268817204301
INFVa-pyg,interneuron,INsplitPB,1,0.00258397932816537
INFVa-pyg,interneuron,INW,2,0.02150537634408602
INFVa-pyg,interneuron,INcomm-Upstairs,7,0.1346153846153846
INFVa-pyg,interneuron,INdescLuqinPDF,1,0.02127659574468085
INFVa-pyg,interneuron,INiaStiff,2,0.10526315789473684
INFVa-pyg,interneuron,MN3,3,0.01704545454545454
INFVa-pyg,interneuron,MNob-ipsi,3,0.25
INFVa-pyg,interneuron,Ser-tr1,1,0.01
INFVa-pyg,interneuron,MNladder,17,0.11486486486486489
INFVa-pyg,interneuron,MNchae,1,0.08333333333333333
INsplitCR,interneuron,pygPBunp,2,0.02857142857142857
INsplitCR,interneuron,chaeMech,1,0.0057471264367816
INsplitCR,interneuron,hCirrusPU,3,0.14285714285714285
INsplitCR,interneuron,hPUc,1,0.05263157894736842
INsplitCR,interneuron,hCR2,8,0.08247422680412371
INsplitCR,interneuron,VentralpygCR2,6,0.0625
INsplitCR,interneuron,SNPDF-pyg,3,0.05
INsplitCR,interneuron,SNpygM,1,0.08333333333333333
INsplitCR,interneuron,INarc1,4,0.02515723270440251
INsplitCR,interneuron,INarc2,2,0.02150537634408602
INsplitCR,interneuron,INCM,2,0.01123595505617977
INsplitCR,interneuron,INsplitCR,24,0.05466970387243736
INsplitCR,interneuron,INsplitCRATO,9,0.15254237288135594
INsplitCR,interneuron,INbiaxH,5,0.0641025641025641
INsplitCR,interneuron,INcomm-Upstairs,6,0.1153846153846154
INsplitCR,interneuron,INasc-pyg,4,0.02409638554216867
INsplitCR,interneuron,INcomm-Upcross,2,0.03333333333333333
INsplitCR,interneuron,INcomm-DownL,3,0.08823529411764706
INsplitCR,interneuron,INcommdescFVa,1,0.06666666666666667
INsplitCR,interneuron,INMBdesc2,1,0.0625
INsplitCR,interneuron,MC,1,0.01030927835051546
INsplitCR,interneuron,MNspinning,7,0.04069767441860465
INsplitCR,interneuron,MNspiderATO-ant,1,0.01851851851851851
INsplitCR,interneuron,MNbiramous,7,0.07526881720430108
INsplitCR,interneuron,MNring,2,0.01197604790419161
INsplitCR,interneuron,MNcrab,25,0.22321428571428573
INsplitCR,interneuron,MNhose,4,0.09302325581395347
INsplitCR,interneuron,MNwave,7,0.1346153846153846
INsplitCR,interneuron,cioMNcover,2,0.125
INsplitCR,interneuron,MC3cover,1,0.00709219858156028
INsplitCR,interneuron,MNpostv,1,0.125
INsplitCR,interneuron,MNakro,1,0.09090909090909093
INsplitCR,interneuron,metatroch,1,0.00869565217391304
INsplitCRATO,interneuron,INrope,1,0.01204819277108433
INsplitCRATO,interneuron,INsplitCR,2,0.00455580865603644
INsplitCRATO,interneuron,INsplitCRATO,1,0.01694915254237288
INsplitCRATO,interneuron,INATOpyg,1,0.25
INsplitCRATO,interneuron,INcomm-Upstairs,4,0.07692307692307693
INsplitCRATO,interneuron,MNspinning,3,0.01744186046511628
INsplitCRATO,interneuron,MNspiderATO-ant,2,0.03703703703703703
INsplitCRATO,interneuron,MNspider-post,2,0.03508771929824561
INsplitCRATO,interneuron,MNbiramous,7,0.07526881720430108
INsplitCRATO,interneuron,MNcrab,3,0.02678571428571428
INsplitCRATO,interneuron,MNwave,1,0.01923076923076923
INsplitCRATO,interneuron,MNmouth,2,0.0625
INsplitCRATO,interneuron,pygidial-pigment-cell,8,0.34782608695652173
INMC3,interneuron,SNbronto,3,0.2727272727272727
INMC3,interneuron,INrope,1,0.01204819277108433
INMC3,interneuron,INCM,5,0.02808988764044943
INMC3,interneuron,MNant,1,0.00507614213197969
INMC3,interneuron,MNspinning,1,0.00581395348837209
INMC3,interneuron,MC3cover,22,0.15602836879432624
INMC3,interneuron,covercell,1,0.00154798761609907
INbiax,interneuron,SNlasso,2,0.06451612903225806
INbiax,interneuron,INsplitCRATO,4,0.06779661016949153
INbiax,interneuron,INbiax,4,0.1176470588235294
INbiax,interneuron,INbiaxH,1,0.01282051282051282
INbiax,interneuron,INW,7,0.07526881720430108
INbiax,interneuron,INcommascFV,1,0.0625
INbiax,interneuron,INdescLuqinPDF,3,0.06382978723404255
INbiax,interneuron,INMBdescFMRF,2,0.13333333333333333
INbiax,interneuron,MNant,1,0.00507614213197969
INbiax,interneuron,MN3,1,0.00568181818181818
INbiax,interneuron,Ser-tr1,4,0.04
INbiax,interneuron,MNgland-head,1,0.02325581395348837
INsplitPB-RF/Ya,interneuron,SNnuchPDF,4,0.0396039603960396
INsplitPB-RF/Ya,interneuron,SNlasso,17,0.5483870967741935
INsplitPB-RF/Ya,interneuron,ventralParaPB2,5,0.04629629629629629
INsplitPB-RF/Ya,interneuron,antPUc,2,0.13333333333333333
INsplitPB-RF/Ya,interneuron,dsoPUc1unp,2,0.6666666666666666
INsplitPB-RF/Ya,interneuron,hCR2,1,0.01030927835051546
INsplitPB-RF/Ya,interneuron,SNPDF-pyg,3,0.05
INsplitPB-RF/Ya,interneuron,SNblunt,1,0.04347826086956521
INsplitPB-RF/Ya,interneuron,INsplitCR,1,0.00227790432801822
INsplitPB-RF/Ya,interneuron,INbiax,1,0.02941176470588235
INsplitPB-RF/Ya,interneuron,INsplitPB-RF/Ya,1,0.05
INsplitPB-RF/Ya,interneuron,INsplitPBant,21,0.2727272727272727
INsplitPB-RF/Ya,interneuron,INsplitPB,17,0.04392764857881137
INsplitPB-RF/Ya,interneuron,INsplitPUh,1,0.01724137931034482
INsplitPB-RF/Ya,interneuron,INMBtype7,1,0.08333333333333333
INsplitPB-RF/Ya,interneuron,INasc-pyg,6,0.03614457831325301
INsplitPB-RF/Ya,interneuron,INleucoPU,1,0.01724137931034482
INsplitPB-RF/Ya,interneuron,INcommdescFVa,1,0.06666666666666667
INsplitPB-RF/Ya,interneuron,INMBdescFMRF,1,0.06666666666666667
INsplitPB-RF/Ya,interneuron,INtorii,1,0.0303030303030303
INsplitPB-RF/Ya,interneuron,MC,5,0.05154639175257732
INsplitPB-RF/Ya,interneuron,Loop,1,0.00694444444444444
INsplitPB-RF/Ya,interneuron,MC3cover,5,0.03546099290780142
INsplitPBant,interneuron,SNlasso,3,0.0967741935483871
INsplitPBant,interneuron,chaeMech,1,0.0057471264367816
INsplitPBant,interneuron,interparaPM1,1,0.5
INsplitPBant,interneuron,SNPDF-pyg,5,0.08333333333333333
INsplitPBant,interneuron,INrope,1,0.01204819277108433
INsplitPBant,interneuron,INsplitPB-RF/Ya,2,0.1
INsplitPBant,interneuron,INsplitPB,5,0.01291989664082687
INsplitPBant,interneuron,INsplitPUh,7,0.1206896551724138
INsplitPBant,interneuron,INasc-pyg,11,0.06626506024096386
INsplitPBant,interneuron,INleucoPU,2,0.03448275862068965
INsplitPBant,interneuron,INsplitVent,1,0.02941176470588235
INsplitPBant,interneuron,MNspinning,3,0.01744186046511628
INsplitPB,interneuron,PRC,1,0.03448275862068965
INsplitPB,interneuron,chaeMech,3,0.01724137931034482
INsplitPB,interneuron,ventralParaPB2,9,0.08333333333333333
INsplitPB,interneuron,antPUc,1,0.06666666666666667
INsplitPB,interneuron,ventralParaPU1,2,0.04444444444444444
INsplitPB,interneuron,hCirrusPU,1,0.04761904761904761
INsplitPB,interneuron,hCR2,1,0.01030927835051546
INsplitPB,interneuron,VentralpygCR2,1,0.01041666666666666
INsplitPB,interneuron,SNPDF-pyg,13,0.21666666666666667
INsplitPB,interneuron,SNFVa,6,0.15384615384615383
INsplitPB,interneuron,SNpygM,1,0.08333333333333333
INsplitPB,interneuron,INrope,1,0.01204819277108433
INsplitPB,interneuron,INCM,1,0.00561797752808988
INsplitPB,interneuron,INsplitCR,4,0.00911161731207289
INsplitPB,interneuron,INsplitCRATO,1,0.01694915254237288
INsplitPB,interneuron,INsplitPB-RF/Ya,4,0.2
INsplitPB,interneuron,INsplitPBant,5,0.06493506493506493
INsplitPB,interneuron,INsplitPB,60,0.15503875968992248
INsplitPB,interneuron,INsplitPUh,1,0.01724137931034482
INsplitPB,interneuron,INbiaxH,1,0.01282051282051282
INsplitPB,interneuron,INcomm-Upstairs,2,0.03846153846153846
INsplitPB,interneuron,INasc-pyg,21,0.12650602409638553
INsplitPB,interneuron,INleucoPU,14,0.2413793103448276
INsplitPB,interneuron,INsplitVent,2,0.0588235294117647
INsplitPB,interneuron,INcommdescFVa,1,0.06666666666666667
INsplitPB,interneuron,INbiaxHmid,1,0.25
INsplitPB,interneuron,MNant,1,0.00507614213197969
INsplitPB,interneuron,MNspinning,16,0.09302325581395347
INsplitPB,interneuron,Loop,8,0.05555555555555555
INsplitPB,interneuron,MNspiderATO-ant,4,0.07407407407407407
INsplitPB,interneuron,MNring,6,0.03592814371257485
INsplitPB,interneuron,MC3cover,10,0.07092198581560284
INsplitPB,interneuron,spinGland,2,0.01587301587301587
INsplitPB,interneuron,pygidial-pigment-cell,2,0.08695652173913043
INsplitPUh,interneuron,SNlasso,1,0.03225806451612903
INsplitPUh,interneuron,antPUc,1,0.06666666666666667
INsplitPUh,interneuron,hCR2,1,0.01030927835051546
INsplitPUh,interneuron,SN-YF5cil,1,0.04545454545454545
INsplitPUh,interneuron,INsplitPBant,5,0.06493506493506493
INsplitPUh,interneuron,INsplitPB,5,0.01291989664082687
INsplitPUh,interneuron,INsplitVent,1,0.02941176470588235
INsplitPUh,interneuron,INtorii,4,0.12121212121212122
INsplitPUh,interneuron,MNant,1,0.00507614213197969
INsplitPUh,interneuron,MC3cover,2,0.01418439716312056
INdc,interneuron,SNaant,1,0.3333333333333333
INdc,interneuron,SNtrpa,1,0.25
INdc,interneuron,INsn,6,0.05660377358490566
INdc,interneuron,INdc,5,0.2
INdc,interneuron,INW,1,0.01075268817204301
INdc,interneuron,INcross,1,0.06666666666666667
INdc,interneuron,INpro,6,0.0410958904109589
INdc,interneuron,INMBdescFMRF,1,0.06666666666666667
INdc,interneuron,INUturnMB,1,0.0238095238095238
INdc,interneuron,MN3,1,0.00568181818181818
INdc,interneuron,MN1,6,0.01935483870967742
INdc,interneuron,MN2,5,0.02403846153846154
INbackcross3,interneuron,chaeMech,3,0.01724137931034482
INbackcross3,interneuron,MNant,1,0.00507614213197969
INbackcross3,interneuron,Loop,1,0.00694444444444444
INbackcross3,interneuron,MNring,1,0.0059880239520958
INbackcross3,interneuron,covercell,1,0.00154798761609907
INbiaxLeg,interneuron,pygPBunp,4,0.05714285714285714
INbiaxLeg,interneuron,chaeMech,4,0.02298850574712643
INbiaxLeg,interneuron,hCirrusPU,1,0.04761904761904761
INbiaxLeg,interneuron,pygCirrusPU,1,0.0588235294117647
INbiaxLeg,interneuron,hCR2,2,0.02061855670103092
INbiaxLeg,interneuron,VentralpygCR2,1,0.01041666666666666
INbiaxLeg,interneuron,INsplitCR,11,0.02505694760820045
INbiaxLeg,interneuron,INleucoPU,2,0.03448275862068965
INbiaxLeg,interneuron,INcomm-Upcross,1,0.01666666666666666
INbiaxLeg,interneuron,MNcrab,3,0.02678571428571428
INbiaxH,interneuron,pygPBunp,2,0.02857142857142857
INbiaxH,interneuron,chaeMech,4,0.02298850574712643
INbiaxH,interneuron,hCirrusPU,1,0.04761904761904761
INbiaxH,interneuron,VentralpygCR2,7,0.07291666666666667
INbiaxH,interneuron,SNPDF-pyg,1,0.01666666666666666
INbiaxH,interneuron,SNFVa,3,0.07692307692307693
INbiaxH,interneuron,SNblunt,1,0.04347826086956521
INbiaxH,interneuron,INrope,1,0.01204819277108433
INbiaxH,interneuron,INCM,1,0.00561797752808988
INbiaxH,interneuron,INchaeMech,1,0.01515151515151515
INbiaxH,interneuron,INsplitCR,27,0.06150341685649203
INbiaxH,interneuron,INsplitCRATO,2,0.03389830508474576
INbiaxH,interneuron,INsplitPB,7,0.01808785529715762
INbiaxH,interneuron,INbiaxH,1,0.01282051282051282
INbiaxH,interneuron,INasc-pyg,16,0.0963855421686747
INbiaxH,interneuron,INsplitBronto,1,0.0125
INbiaxH,interneuron,INcomm-Upcross,1,0.01666666666666666
INbiaxH,interneuron,INsplitVent,3,0.08823529411764706
INbiaxH,interneuron,INcomm-DownL,5,0.14705882352941177
INbiaxH,interneuron,INcommascFV,2,0.125
INbiaxH,interneuron,INcommdescFVa,1,0.06666666666666667
INbiaxH,interneuron,INUturnMB,1,0.0238095238095238
INbiaxH,interneuron,MNspinning,10,0.05813953488372093
INbiaxH,interneuron,MNring,2,0.01197604790419161
INbiaxH,interneuron,MNcrab,1,0.00892857142857142
